base_frequency_hz,noise_hz,delta_f_hz,measured_frequency_hz,fft_0,fft_1,fft_2,fft_3,fft_4,fft_5,fft_6,fft_7,fft_8,fft_9,virus_id
1693998.5421410522,0.008469619642457193,0.008469619642457193,1693998.5506106718,7.146808836446193,17.661684914417418,7.256358727023252,3.74941834375405,5.254426653770881,17.795912667600884,6.262589988319537,13.812289799009761,11.83813182037638,7.511642683824914,1
1693998.5421410522,-0.9530996579618138,-0.9530996579618138,1693997.5890413942,11.318339949100546,8.207988598932697,14.401254916217,12.726492376801763,11.543620439667807,23.91700375087748,8.89586460839083,10.119796843409713,6.736059932978807,12.320185575725658,37
1693998.5421410522,-1.348197883191595,-1.348197883191595,1693997.193943169,3.6338325788151242,0.8183601115908551,12.67302937762335,10.808372938448159,11.50314928323845,4.835792150444194,13.754926864096712,10.659278346652991,8.208006661366886,5.368537436399358,5
1693998.5421410522,0.20453196325338552,0.20453196325338552,1693998.7466730154,13.511043528177892,23.179674641589084,15.719111401344037,19.401719600751928,19.282600302016284,3.457066203491374,4.799667496311437,8.040206812886282,8.246357118768813,8.157464936569841,5
1693998.5421410522,1.4708998102114896,1.4708998102114896,1694000.0130408625,0.5095593773447264,12.593327435822767,12.462021609326577,11.730727560127905,17.334116405827796,15.90143273260554,12.481827033514113,2.648527653745063,4.204142085915366,3.6707649989926256,5
1693998.5421410522,0.0385875086909037,0.0385875086909037,1693998.580728561,10.48431891027598,4.578806787102977,5.4209292954452994,4.986339550537151,14.410342863362777,15.918016274372292,13.760431407648293,16.33573850435344,25.165673992353288,4.642525806135996,12
1693998.5421410522,-3.7250514624125475,-3.7250514624125475,1693994.8170895898,5.26383594639905,3.7513964825286217,7.829141638394221,12.679102112687021,7.670429878218191,6.69596281590008,8.111371938959895,8.161750299358296,20.913620524670634,7.5318324237502186,5
1693998.5421410522,-1.2065312165757116,-1.2065312165757116,1693997.3356098356,2.689340599436191,8.574252822290115,8.262969691707715,21.41362477608575,8.145291113553945,25.21590997402423,21.49512247172228,4.003611652434573,22.103177669171604,1.290627238925217,37
1693998.5421410522,-0.6441133847332663,-0.6441133847332663,1693997.8980276675,1.4365767607730087,7.656556252048263,13.212488897927688,7.52261137624739,13.368598386459466,3.1957286420073885,13.426819439783062,10.220999498343781,0.9041463373736423,5.880455771537278,12
1693998.5421410522,-0.07851752101763942,-0.07851752101763942,1693998.4636235312,25.773931461500766,11.413402753852402,3.00416476089656,8.181415449141904,12.271435952512409,17.136248727942927,2.954126152093301,10.10325770853175,3.497559073642417,15.89729171915077,37
1693998.5421410522,1.8781308084131276,1.8781308084131276,1694000.4202718607,7.6369384030958,2.0593154011385537,22.558121147185073,13.041588860572512,6.727963401742906,24.052006209833205,15.727522482824476,3.7740088483561203,4.980418336404364,12.293433351725072,37
1693998.5421410522,-1.1867860009913205,-1.1867860009913205,1693997.355355051,14.203131433824131,20.544468436424232,4.074920502442328,1.0391341818050424,5.938884537785416,3.795564807667383,5.163104038288172,6.116818674510958,1.2292784746421574,15.603652261765069,5
1693998.5421410522,-1.0269649441643998,-1.0269649441643998,1693997.515176108,5.057184650947546,10.913741221076007,9.525473881614923,13.179509364668416,7.2420619426327715,5.042715263979226,5.043925659888619,7.876463298664311,10.763159789221842,8.691910341691568,1
1693998.5421410522,0.6760918480130643,0.6760918480130643,1693999.2182329001,4.441255945297039,7.011042961034018,15.757677351650383,21.894201576778425,12.895513069985068,14.304231366127597,14.271061185634053,6.0709392813338585,15.062258868842374,5.942077150263816,12
1693998.5421410522,-1.5450713936331506,-1.5450713936331506,1693996.9970696585,14.575835411073575,17.538127717915845,19.063908046050397,19.91087510747407,0.26012573598297456,10.53198026280993,6.659835184127594,10.29208125190594,20.97406372517769,15.023849408387075,5
1693998.5421410522,-1.0379464568202694,-1.0379464568202694,1693997.5041945954,8.353564779576747,5.641508311236058,9.509438262644084,9.529548632364595,4.631114735150818,12.42186096374797,12.197916680531039,2.4555402245180415,1.8420522872682004,9.71393449977287,37
1693998.5421410522,-0.37857561878856766,-0.37857561878856766,1693998.1635654334,3.215572700069279,22.854171805140506,15.7093496400641,6.0479459190858496,6.960005850796804,5.605507530270409,11.180008735294292,7.806920508497225,7.76461922435546,9.371357204109154,1
1693998.5421410522,0.26273578386570917,0.26273578386570917,1693998.804876836,10.659057106150275,15.22738790743409,15.80969517156999,11.913982878624292,6.592412529723777,5.525582437755858,7.5309444273147585,13.06494444234285,2.4890112740886985,9.324009408709983,12
1693998.5421410522,1.4895635001656482,1.4895635001656482,1694000.0317045525,1.974419475744274,7.912955497723818,5.279716350229929,9.072021861599065,20.265356994159873,18.56840727466027,10.204172873136018,6.6825562914159935,9.63033172896205,1.0503167111367124,5
1693998.5421410522,1.490659872676819,1.490659872676819,1694000.032800925,32.433798370786576,5.390013138186653,12.957115655854034,26.01406226721944,14.876967265064872,25.40031282071081,17.877085120350806,11.962175087736213,4.481505681647135,10.092998385344767,5
1693998.5421410522,-2.1210598901041675,-2.1210598901041675,1693996.421081162,20.69785208647812,11.397133588850838,9.976522915980789,7.502116206924562,18.50728205617271,9.767007921105739,6.700065647319315,3.527916234612476,13.54117742227029,17.527202031027496,37
1693998.5421410522,2.2780522040782554,2.2780522040782554,1694000.8201932563,10.518746355276521,4.553632277934538,4.516154602614909,8.340490438805698,22.929578034780093,11.080391738985151,16.216746271997607,5.820884109832457,8.920489532930622,16.875213178854494,1
1693998.5421410522,-0.23039604597928234,-0.23039604597928234,1693998.3117450061,15.88023589853827,3.7268054507413404,11.526972050537033,4.187767561620176,18.37219743779776,5.093459463024294,7.023607096182972,10.83587394248179,9.394704998709562,16.469951718599802,5
1693998.5421410522,-1.403770835511651,-1.403770835511651,1693997.1383702166,6.346918316848566,10.440957859597072,13.258628623439053,11.503739401110488,11.170971335680138,17.97245505378577,4.287496081579219,15.231798599425614,16.824558472634042,18.819129950026447,1
1693998.5421410522,-0.6033098434903661,-0.6033098434903661,1693997.9388312087,3.310219042735892,4.657193412100979,14.59970686113682,2.1669047053542014,18.116973265017204,9.447340057337417,21.62359752274608,21.015537345007473,8.689357688963744,6.281673863138412,37
1693998.5421410522,2.0807369762000985,2.0807369762000985,1694000.6228780283,5.511177304658206,11.747409858726433,9.31114084432962,19.44938441345219,8.415405692078396,16.61981869072363,10.800454250790786,17.044897341544676,3.516208455417282,6.561159042586152,12
1693998.5421410522,-1.412344280948752,-1.412344280948752,1693997.1297967713,16.18598496194806,10.93854815276303,4.107984243342843,18.70191053257681,12.239097263586832,7.483364319682171,11.694681719327145,22.868467933900224,19.799836263503696,10.118946114970665,5
1693998.5421410522,0.4423340471776984,0.4423340471776984,1693998.9844750995,2.7059949700936468,5.358616093896701,12.586502112143762,15.293248961785128,13.229526892214944,5.146927722344308,7.545437189495775,9.137991708246588,8.123474881251568,12.595724812054915,1
1693998.5421410522,1.610002971189487,1.610002971189487,1694000.1521440235,3.420481490293333,5.468829712060554,12.220746137405243,10.463325298517512,17.179003588942688,28.273617854844105,10.813237850598105,21.980346818744373,14.496025616381655,16.592141508075063,1
1693998.5421410522,-0.873451208363675,-0.873451208363675,1693997.6686898437,15.53949703505026,14.901080734070025,11.510805490820399,19.290191344587736,6.7332228159168395,10.800195902863631,13.088908855886428,6.918357623757424,9.531091226113405,10.054215734011692,1
1693998.5421410522,0.4469946789676472,0.4469946789676472,1693998.9891357312,3.1151436108020647,3.3946416606168737,14.064849211109456,1.987950952203194,15.698444179883456,9.206696701121349,5.463502327731483,8.861583187036265,3.37780687841636,9.012612155975155,1
1693998.5421410522,1.5674117345641267,1.5674117345641267,1694000.1095527867,3.10363154904028,1.7505079656037825,5.117860578314168,7.2538720389992974,11.936791975212378,6.715801834534981,9.155060475343362,21.442489385296895,0.9315658973968096,5.523164288848401,37
1693998.5421410522,0.45167591207118185,0.45167591207118185,1693998.9938169643,12.148907061155342,1.5426122367458028,9.730279852596933,12.502417748809783,2.996676637435207,11.498092726269347,28.26361659294373,6.530275397699418,8.200293452013332,10.223137415016923,37
1693998.5421410522,-0.5200308059826091,-0.5200308059826091,1693998.0221102461,6.787832405797282,3.156377069818592,8.55051208152645,10.56193572350913,18.2019473498877,2.4019625141802416,11.815976301564918,2.2515662832133168,8.949281200019671,10.539160756621675,12
1693998.5421410522,-2.189478413174484,-2.189478413174484,1693996.352662639,21.986546951501584,2.3401120089293626,19.618332241080548,13.080326172104868,11.1450676010913,8.359858173841552,5.261613261308635,4.839840495419747,11.843314673677503,12.163206925502072,12
1693998.5421410522,-0.4474533269757929,-0.4474533269757929,1693998.0946877252,6.05907538067776,10.492546109671757,14.29077889568958,10.716636230967877,7.249980362882405,31.43098866634759,8.154303960202181,4.573051137540675,3.2617622408684825,5.0205799449489135,1
1693998.5421410522,-1.323284255231603,-1.323284255231603,1693997.2188567969,2.6234800262595037,10.570756682471846,13.13641758515086,5.11658904152945,2.36367746887786,5.685374546523282,12.54187957609374,1.8152303200847248,12.698923752921113,11.426613285689518,1
1693998.5421410522,-1.3810464140330672,-1.3810464140330672,1693997.161094638,11.154261371682656,11.178774141007718,1.2289655519323797,15.22215610438574,7.022819619499571,16.27021892854777,7.998009941686085,12.757347595356011,2.500144326028961,3.1355292432238535,1
1693998.5421410522,-1.0710656671418062,-1.0710656671418062,1693997.471075385,4.944444028652104,8.729688806344072,9.945789899702813,25.164235261869532,13.228206771854783,15.699772109846087,13.104159380864763,2.786830040361952,16.654147022839936,4.888074714599807,37
1693998.5421410522,-0.20791386629439335,-0.20791386629439335,1693998.334227186,20.94824260459795,12.354466393078438,16.182709950419518,7.1620290352865394,11.089679991863083,18.683179306214097,14.14965638088712,8.058342915262045,11.24333125844009,4.396109876355667,1
1693998.5421410522,1.2491716712828511,1.2491716712828511,1693999.7913127234,0.19513093897030886,23.434167487322533,9.1820466550083,13.436452641133643,14.668495166604684,8.709653260291034,12.617380163136797,25.42370007727174,5.727142229528966,8.250998933292028,37
1693998.5421410522,0.012059299832934484,0.012059299832934484,1693998.554200352,21.05426174680085,9.28448536056442,5.812115747574303,4.970080989684381,16.849376291866886,4.235281911035391,16.495671595397663,3.673643797161137,16.97762645084169,4.037302046888843,12
1693998.5421410522,-0.579589372403671,-0.579589372403671,1693997.9625516797,6.187939971684308,19.518473264441656,1.9019784830968678,7.856794913586939,11.316498911047738,8.21111827775994,5.853293054030325,7.108647033083713,16.025404308857592,5.800678366803994,37
1693998.5421410522,-1.8048524135983568,-1.8048524135983568,1693996.7372886385,3.3567778792396115,10.806126712886213,7.982513303022622,4.39453010971212,24.116784889934102,9.151090037589297,2.0093161156226773,5.999632871407972,18.16278841312898,5.359029909339145,37
1693998.5421410522,1.3738315563962529,1.3738315563962529,1693999.9159726086,4.620185795754059,9.753904210617891,7.580769135960998,10.335976246628297,15.370507016725906,6.527713370479934,3.5912399795502417,6.100858717974007,8.893987084277805,7.517512102304052,1
1693998.5421410522,0.5608102943249554,0.5608102943249554,1693999.1029513464,2.2514036927549235,10.926774962805956,14.260345452165646,13.402324432436,6.815091456594335,14.21118381962236,6.298801855074086,6.889420357621555,12.25006043287308,13.80744614057646,1
1693998.5421410522,-2.2705311541184976,-2.2705311541184976,1693996.2716098982,5.449518246360496,9.382002394049168,10.688407936361378,11.032072990596165,11.586531200985492,8.938549257029212,19.841982815849224,8.299196081501513,5.892733879726687,12.192573304027764,12
1693998.5421410522,2.1442391450598763,2.1442391450598763,1694000.6863801973,1.67756149477638,5.040426274299831,13.730957351505038,14.6893518059653,10.777818468753866,6.25417845751248,15.275037257994454,7.335511195211834,11.808478522619202,30.91311389849887,1
1693998.5421410522,0.7871699961922143,0.7871699961922143,1693999.3293110484,5.916795110325739,12.048094665652325,18.7522438772937,4.476258200408661,9.755944317387316,5.2068924725192085,19.610334803095338,5.619867128469954,6.9388230867605545,1.7174895122131326,12
1693998.5421410522,-0.8343420839210011,-0.8343420839210011,1693997.7077989683,2.8631363069254743,2.857363535457229,4.710681934524822,0.3749989332793852,14.61087158358042,5.809041589193576,7.701413764172201,17.296777643171716,10.79119055686635,10.997687862623584,12
1693998.5421410522,-0.6812183799088188,-0.6812183799088188,1693997.8609226723,8.312857283342698,7.660021023477932,7.911237200898144,4.552462579500331,10.847551476265433,4.886677756650362,10.381494786637527,4.401710447528498,12.368144135400675,9.31234911607778,12
1693998.5421410522,0.5326376706577793,0.5326376706577793,1693999.0747787228,12.239255506688579,10.412009489469053,17.29405382430729,8.36375537768382,2.9742585581377066,12.521534179305029,15.902189212268713,4.188018470134573,12.885676920986443,0.9763758645866797,12
1693998.5421410522,1.824044499853836,1.824044499853836,1694000.366185552,6.179649967295045,11.439596712133165,14.155628293172967,14.470260180963683,14.318584613749241,8.946317141903197,2.905130875879005,6.950446198737273,16.32855824285538,7.882771798815889,37
1693998.5421410522,1.3491455885448456,1.3491455885448456,1693999.8912866407,8.52968682792574,12.972997402537247,8.045407197584842,13.013817055082946,13.794080329134365,11.929559411128881,6.706115103757898,10.738873521419132,15.36440168915316,17.154219751364696,12
1693998.5421410522,-0.7502861237901365,-0.7502861237901365,1693997.7918549285,4.9975370425378465,17.66734674020023,10.905707930762814,18.62845366352834,4.699274310823029,6.624897521590821,23.210832159159445,6.335607812730062,14.249001762006388,7.4354544739394965,5
1693998.5421410522,-0.58628613094917,-0.58628613094917,1693997.9558549211,11.146291689434058,1.983677708394938,4.944701054260097,4.503682668566491,13.291439938639241,9.263223205359223,4.997885930571684,11.303831768442226,7.811770763465854,8.870884384902622,12
1693998.5421410522,-2.997720038168052,-2.997720038168052,1693995.5444210141,6.025305523411256,18.970930143258403,11.894745573016161,10.950965205806845,8.867432710045165,24.659195578602166,4.0351144280755475,14.78941429369508,16.957156326670436,13.026350488646283,5
1693998.5421410522,-1.087405574750804,-1.087405574750804,1693997.4547354775,0.5960781032015694,6.497378074555308,5.938628851962684,20.548422245313937,17.013215550955127,10.397123760029483,18.568572435167646,11.610655114707852,11.289840851124836,7.157543064002125,12
1693998.5421410522,-0.6872722761220631,-0.6872722761220631,1693997.8548687762,0.30890480968574874,24.39637897615187,14.808987718889705,5.86520417598643,13.218641609200498,5.4270328654313325,2.555801443267137,3.1456274892885707,5.650087762178955,17.745277989324855,1
1693998.5421410522,-0.5877469516108393,-0.5877469516108393,1693997.9543941007,10.941384315252796,11.442089954154687,12.080083269728137,6.968894658767611,13.01729149480339,18.3709517416535,1.868788524827086,10.006636302760723,22.667846158250285,9.368216251589681,37
1693998.5421410522,0.36158701434842433,0.36158701434842433,1693998.9037280665,2.22007631947933,8.923198913131426,12.776109634160859,8.943228779274854,2.547763162721043,13.306060802688531,12.772759761483291,8.770029991369691,5.625567186360635,12.742892381266092,1
1693998.5421410522,3.241067116719915,3.241067116719915,1694001.7832081688,4.5844127164221655,8.346731593526837,10.394713674139938,4.723912059860952,15.231448664412593,5.847095312711053,14.569186535534826,14.57255022419571,15.814174905440037,4.794150713672603,12
1693998.5421410522,0.8571694760268961,0.8571694760268961,1693999.3993105283,38.69699185830238,2.10990997087205,5.8556136677663515,6.164127718671067,17.360168614666637,11.263932250912797,6.654080369952163,9.074762209428862,13.28932055457186,11.892298349796405,12
1693998.5421410522,0.4514882025846118,0.4514882025846118,1693998.9936292549,3.993199562074758,7.085082874667588,4.207987764620183,5.2233061455500875,2.5909360385480245,11.640623141005042,22.60154526198353,11.733486946158072,3.433248812591768,17.750751554060063,37
1693998.5421410522,-0.21490615886394304,-0.21490615886394304,1693998.3272348933,3.584594522553086,15.367913589934394,17.73799303946835,6.014440959285013,14.089082048736074,7.647228291183951,8.945024929972245,17.481516325399184,9.428256773824994,12.62173191721926,1
1693998.5421410522,0.11775701897656295,0.11775701897656295,1693998.659898071,13.426651944366498,7.670664227690744,24.489993494816865,3.349757781776843,1.9528225124829584,6.407204631212838,11.35300119728408,12.552647616554541,16.508095376627875,10.07563199124512,37
1693998.5421410522,2.461848501611995,2.461848501611995,1694001.0039895538,11.554225698833704,3.9889074952999466,9.881957506228723,9.294527648269646,10.74142513249892,2.4479229877892843,17.19176841809733,2.3410957853209897,10.355974451447048,5.83024204292336,37
1693998.5421410522,1.0828570492248109,1.0828570492248109,1693999.6249981015,3.5349330916535933,8.03496787902653,13.929367383928868,5.04706935324526,22.0609301169013,21.95025334233886,10.671805525717081,9.437463352703068,11.643325387616146,2.2575925087286213,1
1693998.5421410522,-1.8977970980891739,-1.8977970980891739,1693996.644343954,3.002116987576092,8.085025951717464,8.356919876623396,21.626250454567437,14.18240657584322,9.400757142538712,6.062870997033725,19.87364768906425,3.900032141736415,18.318047385374125,1
1693998.5421410522,-1.6831634832194364,-1.6831634832194364,1693996.858977569,9.433792155201976,5.5736176764602865,12.568332747756559,13.931392271131179,6.572839087761412,4.482020704659957,13.270508999940573,5.700246796574972,4.816910103606117,6.67405534747438,1
1693998.5421410522,-0.8014093401848477,-0.8014093401848477,1693997.740731712,11.382189453204443,10.048790961637069,4.844254788703597,18.746933503254073,10.048838482568696,11.824222586396958,9.634129564811154,7.9894919387435825,24.064728337159423,5.99144858599419,5
1693998.5421410522,-3.5238287354624678,-3.5238287354624678,1693995.0183123166,22.118781592531164,7.792046839596273,18.706255606625533,17.28160024507324,6.259822323362551,13.311050878607949,7.637426768184711,4.5960044774857325,8.338062317269271,13.70051200099469,37
1693998.5421410522,0.4858326264602781,0.4858326264602781,1693999.0279736787,4.220459057390413,5.864946935659391,4.703168093271335,11.533766207850286,8.793759334867039,19.882461902475725,3.2519127155234977,15.309376101451383,9.881797937177538,4.575161379180544,1
1693998.5421410522,1.396763176515756,1.396763176515756,1693999.9389042286,6.456064721318146,24.075806509564828,13.727598538055043,17.624562415057834,10.725094897999883,4.309602436352202,10.258642559601306,8.157964449245034,10.198592202846758,7.77294808298683,37
1693998.5421410522,1.375635718146558,1.375635718146558,1693999.9177767704,2.6638065322892697,6.380749632121203,12.779819093439704,35.04042798068022,4.831371702626422,14.622242394197485,4.023121654259522,3.4137232406645137,4.955592389939555,8.165926865404039,1
1693998.5421410522,0.01873097665313347,0.01873097665313347,1693998.5608720288,12.695985238263553,11.903551153296398,14.37214221063478,10.881083925970549,3.817400164467441,17.531328801279237,2.4860327795661843,3.7616450390711145,31.493203297674402,2.5744579586618896,12
1693998.5421410522,-0.940028652143667,-0.940028652143667,1693997.6021124,9.444871273563592,8.901098075703628,6.198543901392633,3.1813212614527107,10.34364420881364,11.81182251160891,6.518665641893412,16.30148766963378,14.394403404283318,14.422390383911646,37
1693998.5421410522,-1.155235991370784,-1.155235991370784,1693997.3869050608,16.274339967868727,11.720935808325569,4.6981312530938135,7.363285671212751,8.193476925180107,8.77496695272376,1.2402225440906287,1.4581438959893334,10.724827732302067,12.799653322945094,1
1693998.5421410522,1.1400734010424844,1.1400734010424844,1693999.6822144534,14.375094905605161,0.18541033136392102,7.0876851342726725,20.60536349086422,13.679712399760088,15.82281123565355,6.695139752168926,4.66782392785592,6.51773893903372,2.6937126980316832,12
1693998.5421410522,2.5487057982676813,2.5487057982676813,1694001.0908468505,20.790155413607664,8.813407379274247,3.6839668320366963,5.804612833750763,11.018944886878636,10.974449470508937,13.003241785268917,24.290506987837578,5.312836336216147,3.4727321041663353,1
1693998.5421410522,1.0603838740458154,1.0603838740458154,1693999.6025249262,10.086718095917774,8.242347225729445,5.919559878276082,9.115465146461089,3.435413777684861,12.117619675956341,8.811331811885978,17.855388515176884,7.469353869527084,13.645526034448833,37
1693998.5421410522,-1.3696811305136327,-1.3696811305136327,1693997.1724599216,18.23330464965958,3.359889833834591,8.189510618678357,2.602709573667668,0.8020987241897196,2.1351705350072607,5.391619874279805,5.3775635527864125,17.308588532028814,14.102865036391671,37
1693998.5421410522,0.11541900866011211,0.11541900866011211,1693998.657560061,4.167478578956576,15.306163261425178,7.164644233400929,5.772609619717645,20.093081929428937,5.387506440050297,12.61276876088759,9.406083479465083,22.913038512417046,3.6422366492409104,12
1693998.5421410522,2.891871442322909,2.891871442322909,1694001.4340124945,14.11890468531027,16.807629153780436,10.381180116170183,16.100190328830752,16.066287111639806,10.786125950390407,10.24780926628621,1.665489864051466,15.940383567876932,15.751754358365126,1
1693998.5421410522,0.8495770277621367,0.8495770277621367,1693999.39171808,24.31125245615808,9.8974386381343,9.908739876925445,13.509830617986674,6.593037327718961,13.78375763323953,7.395728973358696,10.868146752161676,8.559663028791295,15.652483059126494,1
1693998.5421410522,0.45402534261798666,0.45402534261798666,1693998.9961663948,9.469281134277152,14.082601259376585,13.256119776054224,7.1876991816560425,2.238937112271691,6.749508467392041,13.185143276591255,18.24467111636538,17.859635173953652,9.15869626228367,1
1693998.5421410522,1.918167548303354,1.918167548303354,1694000.4603086004,5.064282190411932,9.450392702807829,22.586343098614208,1.0718281408759263,14.80368454410222,8.710825676962163,0.8761988757546683,23.21304099702094,6.3638002409874295,9.062422274174303,1
1693998.5421410522,0.20642912253957746,0.20642912253957746,1693998.7485701747,9.860933375070903,14.207977889670579,5.233680285079768,16.729537853567027,14.280601198877195,1.7324956761327734,10.033807577884634,16.43394526337943,6.288536015632922,10.107727245738033,37
1693998.5421410522,-0.2824646165221323,-0.2824646165221323,1693998.2596764357,2.501368344534523,8.35250440617128,13.774235132820099,13.235707388239526,18.600806031844417,7.27190315441075,17.194369790185082,17.8152982216362,14.856742125292026,16.786127072080525,37
1693998.5421410522,-0.9916324740472118,-0.9916324740472118,1693997.550508578,0.20989304370881978,3.047796973708544,9.458595973877246,12.143977497029317,19.90503683288813,6.234481628413779,12.864372243675644,5.160835426332315,11.96132047174206,15.486159954230283,1
1693998.5421410522,-2.216731871557308,-2.216731871557308,1693996.3254091807,3.661960574967432,7.763600211284933,14.36839291591421,11.592716642197622,4.7940557060962625,9.466486024391367,11.215687495534501,7.36664004112384,16.766994279472378,7.915832820821694,37
1693998.5421410522,1.6348256160784116,1.6348256160784116,1694000.1769666683,9.099276208926629,3.3963233445665213,14.203576153389289,15.224700838421006,21.577060199193568,12.279561846613344,11.902479742357396,12.217426298593143,5.694164074783089,17.154579585383942,1
1693998.5421410522,-0.4361431789277631,-0.4361431789277631,1693998.1059978732,12.194130788326724,7.291989914834408,3.8424902892638664,9.971459535532627,16.008807326566856,9.625220216752215,0.41615652207798964,14.794360391962355,8.389959381275656,1.2254533948616604,5
1693998.5421410522,1.176831745649623,1.176831745649623,1693999.7189727977,10.147768735951624,5.026232252321516,9.506101078071243,11.641821519260228,9.812870512456833,6.338806565033679,7.232385900081597,10.464853892128309,2.9376015048145936,17.218674837333694,1
1693998.5421410522,-0.8294060841361272,-0.8294060841361272,1693997.7127349682,3.894734965182744,15.561261452221965,15.899864904172496,9.039605222536103,17.898031334998187,4.749933952328204,15.616908978819252,9.21543697421451,1.22383466248733,6.76882870594108,1
1693998.5421410522,-3.1988908341929627,-3.1988908341929627,1693995.343250218,7.057977718532612,15.838257709041757,16.046012336409426,9.220346127554643,5.578586026776792,15.15340208725913,6.216017832206131,8.535050993591584,10.172294171011592,12.945730006548255,37
